state,jurisdiction,clinton,trump,johnson,stein,other,totalvotes,,
MN,NOBLES,2733,5299,258,40,302,8632,,
MN,NORMAN,1264,1699,161,29,108,3261,,
MN,OLMSTED,36268,35668,3547,1117,3529,80129,,
MN,OTTER TAIL,9340,20939,1000,245,976,32500,,
MN,PENNINGTON,2147,4000,315,46,207,6715,,
MN,PINE,4580,8191,473,147,420,13811,,
MN,PIPESTONE,1127,3338,131,44,168,4808,,
MN,POLK,4712,8979,517,124,464,14796,,
MN,POPE,2106,3793,221,43,156,6319,,
MN,RAMSEY,177738,70894,9626,4560,10325,273143,,
MN,RED LAKE,540,1141,100,23,77,1881,,
MN,REDWOOD,1887,5137,242,77,268,7611,,
MN,RENVILLE,2117,4890,244,66,289,7606,,
MN,RICE,14437,15429,1230,386,961,32443,,
MN,ROCK,1373,3091,155,40,180,4839,,
MN,ROSEAU,1856,5451,220,42,235,7804,,
MN,SCOTT,28502,39948,3400,740,2439,75029,,
MN,SHERBURNE,13293,31053,1927,457,1553,48283,,
MN,SIBLEY,1954,5193,291,64,272,7774,,
MN,ST. LOUIS,57771,44630,4366,1878,3777,112422,,
MN,STEARNS,25576,47617,2972,954,2473,79592,,
MN,STEELE,6241,11198,808,208,724,19179,,
MN,STEVENS,2116,2799,205,69,209,5398,,
MN,SWIFT,1686,2963,153,33,159,4994,,
MN,TODD,2783,8485,287,96,342,11993,,
MN,TRAVERSE,630,1049,40,16,63,1798,,
MN,WABASHA,3866,6989,467,127,383,11832,,
MN,WADENA,1684,4837,164,58,191,6934,,
MN,WASECA,2838,5967,387,106,355,9653,,
MN,WASHINGTON,67086,64428,6180,1478,5063,144235,,
MN,WATONWAN,1814,2768,156,52,208,4998,,
MN,WILKIN,893,2129,146,34,100,3302,,
MN,WINONA,11366,12122,1165,531,890,26074,,
MN,WRIGHT,20334,43274,3002,547,2461,69618,,
MN,YELLOW MEDICINE,1524,3382,163,37,170,5276,,
MO,Adair,3500,6030,426,147,123,10226,,
MO,Andrew,2045,6665,336,64,30,9140,,
MO,Atchison,541,2060,104,14,11,2730,,
MO,Audrain,2570,6981,363,73,74,10061,,
MO,Barry,2710,11428,338,66,63,14605,,
MO,Barton,795,4959,135,22,28,5939,,
MO,Bates,1618,6001,306,55,51,8031,,
MO,Benton,2025,7213,278,41,33,9590,,
MO,Bollinger,705,4827,97,12,35,5676,,
MO,Boone,41125,36200,4268,1280,995,83868,,
MO,Buchanan,12013,21320,1709,343,274,35659,,
MO,Butler,3036,13650,392,98,83,17259,,
MO,Caldwell,838,3232,188,26,28,4312,,
MO,Callaway,4989,13057,757,182,208,19193,,
MO,Camden,4768,16944,597,110,95,22514,,
MO,Cape Girardeau,8492,27017,1109,239,181,37038,,
MO,Carroll,745,3480,106,17,13,4361,,
MO,Carter,436,2324,55,18,17,2850,,
MO,Cass,14846,33098,2159,420,467,50990,,
MO,Cedar,1011,5021,179,30,47,6288,,
MO,Chariton,888,2950,98,10,23,3969,,
MO,Christian,8508,30946,1495,245,337,41531,,
MO,Clark,724,2458,101,22,11,3316,,
MO,Clay,45304,57476,5155,1097,1144,110176,,
MO,Clinton,2572,7067,434,77,58,10208,,
MO,Cole,10913,24616,1377,254,214,37374,,
MO,Cooper,1932,5624,306,58,66,7986,,
MO,Crawford,1824,7724,224,91,57,9920,,
MO,Dade,637,3184,94,16,20,3951,,
MO,Dallas,1272,5895,181,49,56,7453,,
MO,Daviess,730,2767,145,18,78,3738,,
MO,De Kalb,824,3540,178,30,22,4594,,
MO,Dent,978,5600,136,36,41,6791,,
MO,Douglas,984,5486,135,21,40,6666,,
MO,Dunklin,2360,8026,142,30,20,10578,,
MO,Franklin,12341,35430,1628,428,286,50113,,
MO,Gasconade,1520,5670,180,47,34,7451,,
MO,Gentry,605,2304,108,9,17,3043,,
MO,Greene,42728,78035,5754,1465,1249,129231,,
MO,Grundy,780,3462,118,28,40,4428,,
MO,Harrison,574,2965,97,19,34,3689,,
MO,Henry,2357,7075,311,61,62,9866,,
MO,Hickory,1016,3542,108,31,27,4724,,
MO,Holt,347,1926,66,6,10,2355,,
MO,Howard,1283,3277,209,41,58,4868,,
MO,Howell,2881,13893,434,132,115,17455,,
MO,Iron,933,3173,110,30,23,4269,,
MO,Jackson,71237,91557,7128,1799,1554,173275,,
MO,Jasper,10572,35070,1761,484,439,48326,,
MO,Jefferson,31568,69036,3968,930,736,106238,,
MO,Johnson,5930,13719,1100,205,178,21132,,
MO,Kansas City,97735,24654,3715,1726,771,128601,,
MO,Knox,379,1416,53,12,10,1870,,
MO,Laclede,2553,12881,426,87,104,16051,,
MO,Lafayette,4053,10988,598,92,145,15876,,
MO,Lawrence,2901,13089,472,104,149,16715,,
MO,Lewis,934,3344,127,26,25,4456,,
MO,Lincoln,5575,18159,808,198,222,24962,,
MO,Linn,1240,4088,172,54,33,5587,,
MO,Livingston,1265,4879,213,20,44,6421,,
MO,Macon,1548,5798,175,57,53,7631,,
MO,Madison,1005,4102,150,30,34,5321,,
MO,Maries,794,3561,110,23,12,4500,,
MO,Marion,2994,9419,380,63,82,12938,,
MO,McDonald,1329,6599,191,70,53,8242,,
MO,Mercer,216,1486,27,2,14,1745,,
MO,Miller,1750,9285,283,58,40,11416,,
MO,Mississippi,1458,3600,79,15,17,5169,,
MO,Moniteau,1237,5347,177,26,43,6830,,
MO,Monroe,853,3159,114,13,17,4156,,
MO,Montgomery,1119,4127,134,32,17,5429,,
MO,Morgan,1768,6760,202,51,40,8821,,
MO,New Madrid,1933,5270,106,24,24,7357,,
MO,Newton,4990,20553,641,168,254,26606,,
MO,Nodaway,2529,6380,401,61,87,9458,,
MO,Oregon,865,3671,88,14,30,4668,,
MO,Osage,998,5856,182,34,20,7090,,
MO,Ozark,724,3639,70,41,31,4505,,
MO,Pemiscot,1947,3964,79,21,16,6027,,
MO,Perry,1520,6908,231,39,42,8740,,
MO,Pettis,4324,12810,735,112,130,18111,,
MO,Phelps,4766,12709,750,198,130,18553,,
MO,Pike,1806,5274,208,50,44,7382,,
MO,Platte,20057,25933,2271,426,413,49100,,
MO,Polk,2631,10438,479,77,138,13763,,
MO,Pulaski,2922,9876,485,106,99,13488,,
MO,Putnam,353,1936,36,13,8,2346,,
MO,Ralls,1138,3969,120,17,22,5266,,
MO,Randolph,2283,7529,392,60,45,10309,,
MO,Ray,3090,7104,509,61,105,10869,,
MO,Reynolds,540,2406,62,21,9,3038,,
MO,Ripley,830,4522,115,35,22,5524,,
MO,Saline,2789,5977,383,69,56,9274,,
MO,Schuyler,354,1505,64,7,6,1936,,
MO,Scotland,365,1525,50,18,10,1968,,
MO,Scott,3575,13168,374,79,60,17256,,
MO,Shannon,776,2966,106,28,28,3904,,
MO,Shelby,606,2524,92,16,17,3255,,
MO,St. Charles,68626,121650,7964,1698,1067,201005,,
MO,St. Clair,936,3501,146,24,23,4630,,
MO,St. Francois,6250,17468,712,171,127,24728,,
MO,St. Louis,286704,202434,16677,5207,3836,514858,,
MO,St. Louis City,104235,20832,3518,2005,601,131191,,
MO,Ste. Genevieve,2542,5496,324,56,51,8469,,
MO,Stoddard,1876,11079,238,45,53,13291,,
MO,Stone,2887,13158,383,59,80,16567,,
MO,Sullivan,526,1884,58,9,9,2486,,
MO,Taney,4373,18276,525,129,212,23515,,
MO,Texas,1728,8875,222,52,79,10956,,
MO,Vernon,1707,6533,236,67,56,8599,,
MO,Warren,3915,11111,534,116,108,15784,,
MO,Washington,1926,7048,197,60,51,9282,,
MO,Wayne,948,4658,107,29,20,5762,,
MO,Webster,3177,12840,515,85,126,16743,,
MO,Worth,195,808,32,5,6,1046,,
MO,Wright,1170,6707,153,22,67,8119,,
MS,state,485131,700714,14435,3731,5346,1209357,,
MT,Beaverhead,1143,3353,265,70,18,4849,,
MT,Big Horn,2094,1853,185,71,21,4224,,
MT,Blaine,1202,1268,102,73,26,2671,,
MT,Broadwater,573,2348,169,37,5,3132,,
MT,Carbon,1828,3748,307,70,14,5967,,
MT,Carter,70,678,24,6,1,779,,
MT,Cascade,12175,19632,1996,446,135,34384,,
MT,Chouteau,732,1679,131,37,10,2589,,
MT,Custer,1176,3657,302,35,15,5185,,
MT,Daniels,168,730,51,6,0,955,,
MT,Dawson,787,3320,184,33,7,4331,,
MT,Deer Lodge,2058,1763,276,74,23,4194,,
MT,Fallon,154,1279,45,4,2,1484,,
MT,Fergus,1202,4269,302,52,15,5840,,
MT,Flathead,13293,30240,2199,656,106,46494,,
MT,Gallatin,24246,23802,4015,1061,168,53292,,
MT,Garfield,34,653,27,1,1,716,,
MT,Glacier,3121,1620,203,95,22,5061,,
MT,Golden Valley,71,365,29,3,3,471,,
MT,Granite,472,1192,83,25,3,1775,,
MT,Hill,2371,3478,438,118,21,6426,,
MT,Jefferson,1998,4177,394,75,24,6668,,
MT,Judith Basin,235,872,79,12,3,1201,,
MT,Lake,4776,7530,534,229,41,13110,,
MT,Lewis & Clark,14478,16895,2210,559,103,34245,,
MT,Liberty,206,698,47,2,3,956,,
MT,Lincoln,2041,6729,396,96,22,9284,,
MT,Madison,1180,3297,195,58,13,4743,,
MT,McCone,154,862,37,7,0,1060,,
MT,Meagher,193,729,41,10,2,975,,
MT,Mineral,519,1330,108,35,11,2003,,
MT,Missoula,31543,22250,3357,1704,172,59026,,
MT,Musselshell,332,1967,94,18,5,2416,,
MT,Park,3595,4980,500,200,31,9306,,
MT,Petroleum,30,278,12,1,1,322,,
MT,Phillips,318,1723,99,19,2,2161,,
MT,Pondera,738,1799,135,34,10,2716,,
MT,Powder River,127,884,39,1,0,1051,,
MT,Powell,551,2029,163,41,10,2794,,
MT,Prairie,100,556,30,1,2,689,,
MT,Ravalli,6223,14810,992,261,60,22346,,
MT,Richland,671,3908,239,23,6,4847,,
MT,Roosevelt,1560,1797,180,95,16,3648,,
MT,Rosebud,987,2253,152,33,15,3440,,
MT,Sanders,1218,4286,299,94,13,5910,,
MT,Sheridan,477,1241,92,20,2,1832,,
MT,Silver Bow,8619,6376,1057,293,94,16439,,
MT,Stillwater,908,3661,251,35,11,4866,,
MT,Sweet Grass,402,1595,77,23,3,2100,,
MT,Teton,808,2170,162,27,12,3179,,
MT,Toole,402,1497,96,29,6,2030,,
MT,Treasure,59,351,26,6,1,443,,
MT,Valley,886,2698,234,44,14,3876,,
MT,Wheatland,179,702,43,14,6,944,,
MT,Wibaux,55,463,18,0,1,537,,
MT,Yellowstone,22171,40920,4316,898,239,68544,,
NC,ALAMANCE,29818,38802,1795,216,496,71127,,
NC,ALEXANDER,3767,13892,437,23,151,18270,,
NC,ALLEGHANY,1306,3814,129,0,66,5315,,
NC,ANSON,5859,4506,129,3,48,10545,,
NC,ASHE,3500,9413,332,0,180,13425,,
NC,AVERY,1689,6298,166,23,73,8249,,
NC,BEAUFORT,8764,14543,426,25,180,23938,,
NC,BERTIE,5778,3456,70,3,40,9347,,
NC,BLADEN,7021,8511,211,0,76,15819,,
NC,BRUNSWICK,23282,42717,1717,96,536,68348,,
NC,BUNCOMBE,75421,55694,4284,1534,1958,138891,,
NC,BURKE,11251,26238,988,119,324,38920,,
NC,CABARRUS,35510,53789,2784,190,972,93245,,
NC,CALDWELL,8425,26621,849,123,302,36320,,
NC,CAMDEN,1274,3546,149,8,29,5006,,
NC,CARTERET,9939,26569,913,82,278,37781,,
NC,CASWELL,4792,6027,214,9,29,11071,,
NC,CATAWBA,21216,48324,1973,153,685,72351,,
NC,CHATHAM,21065,17105,1130,137,412,39849,,
NC,CHEROKEE,2860,10844,346,33,98,14181,,
NC,CHOWAN,2992,4014,162,11,49,7228,,
NC,CLAY,1367,4437,143,9,54,6010,,
NC,CLEVELAND,14964,28479,850,75,305,44673,,
NC,COLUMBUS,9053,14264,305,0,91,23713,,
NC,CRAVEN,17629,27722,1210,50,380,46991,,
NC,CUMBERLAND,71605,51265,3373,179,1084,127506,,
NC,CURRITUCK,2913,9163,482,27,84,12669,,
NC,DARE,7323,11626,690,52,205,19896,,
NC,DAVIDSON,18102,54304,1858,87,484,74835,,
NC,DAVIE,5270,15602,631,47,206,21756,,
NC,DUPLIN,8283,12217,260,11,85,20856,,
NC,DURHAM,121166,28314,3995,535,1996,156006,,
NC,EDGECOMBE,16224,8261,284,11,106,24886,,
NC,FORSYTH,94442,75947,5367,0,2499,178255,,
NC,FRANKLIN,12874,16368,777,53,296,30368,,
NC,GASTON,31177,61798,2445,138,873,96431,,
NC,GATES,2385,2874,108,0,25,5392,,
NC,GRAHAM,768,3281,74,0,43,4166,,
NC,GRANVILLE,12909,13591,596,42,215,27353,,
NC,GREENE,3605,4374,85,4,27,8095,,
NC,GUILFORD,149248,98062,6754,674,2667,257405,,
NC,HALIFAX,15748,9031,290,0,98,25167,,
NC,HARNETT,16737,27614,1252,73,389,46065,,
NC,HAYWOOD,10473,18929,905,117,303,30727,,
NC,HENDERSON,19827,35807,1626,227,687,58174,,
NC,HERTFORD,6910,3099,133,0,44,10186,,
NC,HOKE,9725,7759,577,27,140,18228,,
NC,HYDE,965,1288,42,1,8,2304,,
NC,IREDELL,24734,54754,2185,140,754,82567,,
NC,JACKSON,7713,9870,742,112,276,18713,,
NC,JOHNSTON,28362,54372,2347,112,716,85909,,
NC,JONES,2065,2974,59,0,37,5135,,
NC,LEE,10469,13712,684,28,191,25084,,
NC,LENOIR,12726,13667,401,19,146,26959,,
NC,LINCOLN,9897,28806,971,44,305,40023,,
NC,MACON,4876,12127,467,36,228,17734,,
NC,MADISON,3926,6783,336,121,103,11269,,
NC,MARTIN,5846,5897,165,9,47,11964,,
NC,MCDOWELL,4667,14568,396,15,229,19875,,
NC,MECKLENBURG,294562,155518,15488,1352,5937,472857,,
NC,MITCHELL,1596,6282,138,24,56,8096,,
NC,MONTGOMERY,4150,7130,203,6,51,11540,,
NC,MOORE,16328,30487,1354,54,464,48687,,
NC,NASH,23235,23318,750,60,301,47664,,
NC,NEW HANOVER,50975,55340,3949,449,1184,111897,,
NC,NORTHAMPTON,6144,3582,93,0,29,9848,,
NC,ONSLOW,17514,37122,1926,92,481,57135,,
NC,ORANGE,59923,18557,2404,459,997,82340,,
NC,PAMLICO,2448,4258,124,10,30,6870,,
NC,PASQUOTANK,8615,8180,442,32,122,17391,,
NC,PENDER,9354,17639,683,52,157,27885,,
NC,PERQUIMANS,2319,4177,162,7,43,6708,,
NC,PERSON,7833,11185,419,36,142,19615,,
NC,PITT,41824,35691,2162,170,680,80527,,
NC,POLK,3735,6768,272,52,107,10934,,
NC,RANDOLPH,13194,49430,1403,102,446,64575,,
NC,RICHMOND,8501,10383,333,24,87,19328,,
NC,ROBESON,19016,20762,803,25,252,40858,,
NC,ROCKINGHAM,14228,26830,871,55,294,42278,,
NC,ROWAN,19400,42810,1517,78,564,64369,,
NC,RUTHERFORD,7515,21869,624,39,261,30308,,
NC,SAMPSON,10547,14838,393,0,150,25928,,
NC,SCOTLAND,7319,6256,254,26,73,13928,,
NC,STANLY,7094,21964,664,26,169,29917,,
NC,STOKES,4665,17116,571,25,173,22550,,
NC,SURRY,7488,23671,739,48,250,32196,,
NC,SWAIN,2196,3566,240,29,92,6123,,
NC,TRANSYLVANIA,6558,10520,489,82,220,17869,,
NC,TYRRELL,720,975,28,5,11,1739,,
NC,UNION,34335,66705,3327,163,1176,105706,,
NC,VANCE,12229,7332,294,25,97,19977,,
NC,WAKE,302727,196080,19460,1740,7605,527612,,
NC,WARREN,6419,3215,147,0,69,9850,,
NC,WASHINGTON,3509,2564,65,1,25,6164,,
NC,WATAUGA,14138,13697,1336,275,539,29985,,
NC,WAYNE,21769,27540,963,33,383,50688,,
NC,WILKES,6638,23752,647,31,228,31296,,
NC,WILSON,19663,17531,667,18,256,38135,,
NC,YADKIN,3160,13880,398,34,152,17624,,
NC,YANCEY,3196,6385,261,41,77,9960,,
ND,Adams,216,909,65,8,20,1218,,
ND,Barnes,1597,3160,407,47,133,5344,,
ND,Benson,842,929,112,41,87,2011,,
ND,Billings,59,495,33,4,14,605,,
ND,Bottineau,736,2494,177,30,57,3494,,
ND,Bowman,227,1446,79,13,22,1787,,
ND,Burke,119,895,26,5,7,1052,,
ND,Burleigh,10881,32532,2722,480,1364,47979,,
ND,Cass,31361,39816,6085,1209,2350,80821,,
ND,Cavalier,476,1357,110,19,44,2006,,
ND,Dickey,554,1667,123,23,40,2407,,
ND,Divide,245,867,71,9,27,1219,,
ND,Dunn,358,1771,60,14,40,2243,,
ND,Eddy,355,791,53,15,17,1231,,
ND,Emmons,215,1677,52,10,27,1981,,
ND,Foster,347,1241,96,10,25,1719,,
ND,Golden Valley,99,796,40,4,18,957,,
ND,Grand Forks,10851,16340,2004,383,787,30365,,
ND,Grant,185,1108,65,7,16,1381,,
ND,Griggs,298,847,93,6,21,1265,,
ND,Hettinger,168,1050,46,5,27,1296,,
ND,Kidder,179,1111,64,7,15,1376,,
ND,LaMoure,502,1481,109,13,46,2151,,
ND,Logan,114,888,38,5,22,1067,,
ND,McHenry,490,2050,189,20,71,2820,,
ND,McIntosh,235,1100,71,10,30,1446,,
ND,McKenzie,698,3670,172,35,97,4672,,
ND,McLean,1081,3860,256,29,89,5315,,
ND,Mercer,621,3759,190,21,91,4682,,
ND,Morton,3080,11336,914,141,361,15832,,
ND,Mountrail,1220,2582,166,56,82,4106,,
ND,Nelson,536,1025,114,11,31,1717,,
ND,Oliver,119,830,47,3,18,1017,,
ND,Pembina,681,2208,167,28,69,3153,,
ND,Pierce,431,1437,132,9,62,2071,,
ND,Ramsey,1505,3217,405,44,134,5305,,
ND,Ransom,838,1210,247,22,42,2359,,
ND,Renville,201,993,71,4,24,1293,,
ND,Richland,2064,4767,493,76,192,7592,,
ND,Rolette,2099,1217,156,175,108,3755,,
ND,Sargent,694,1088,167,18,30,1997,,
ND,Sheridan,95,650,29,1,12,787,,
ND,Sioux,758,260,25,128,61,1232,,
ND,Slope,43,362,19,3,3,430,,
ND,Stark,1753,9755,526,60,228,12322,,
ND,Steele,361,538,75,6,19,999,,
ND,Stutsman,2498,6718,574,109,256,10155,,
ND,Towner,305,733,90,7,22,1157,,
ND,Traill,1241,2265,292,35,100,3933,,
ND,Walsh,1167,2995,330,32,112,4636,,
ND,Ward,5806,18636,2055,242,673,27412,,
ND,Wells,419,1796,101,14,53,2383,,
ND,Williams,1735,10069,631,74,298,12807,,
NE,Adams,3302,9287,594,111,219,13513,,
NE,Antelope,383,2732,105,19,42,3281,,
NE,Arthur,17,244,11,0,1,273,,
NE,Banner,19,357,14,3,9,402,,
NE,Blaine,30,276,10,0,1,317,,
NE,Boone,414,2299,137,17,38,2905,,
NE,Box Butte,965,3617,230,36,76,4924,,
NE,Boyd,128,983,23,13,9,1156,,
NE,Brown,153,1385,39,7,13,1597,,
NE,Buffalo,4763,14569,1174,227,396,21129,,
NE,Burt,930,2367,197,39,25,3558,,
NE,Butler,691,3079,129,27,55,3981,,
NE,Cass,3484,8452,639,132,226,12933,,
NE,Cedar,571,3532,224,31,62,4420,,
NE,Chase,171,1648,54,6,19,1898,,
NE,Cherry,317,2623,127,15,36,3118,,
NE,Cheyenne,711,3665,213,46,76,4711,,
NE,Clay,477,2422,116,15,35,3065,,
NE,Colfax,859,2171,118,26,40,3214,,
NE,Cuming,719,3122,157,26,50,4074,,
NE,Custer,641,4695,206,37,73,5652,,
NE,Dakota,2314,3616,229,50,70,6279,,
NE,Dawes,801,2632,191,52,0,3676,,
NE,Dawson,2136,5984,381,58,76,8635,,
NE,Deuel,120,809,47,1,7,984,,
NE,Dixon,556,2041,130,17,38,2782,,
NE,Dodge,4544,9933,624,162,266,15529,,
NE,Douglas,113798,108077,10402,2882,5274,240433,,
NE,Dundy,89,823,31,6,4,953,,
NE,Fillmore,613,2130,151,21,26,2941,,
NE,Franklin,250,1347,54,7,15,1673,,
NE,Frontier,161,1110,36,8,13,1328,,
NE,Furnas,304,1921,85,11,19,2340,,
NE,Gage,2935,6380,492,104,137,10048,,
NE,Garden,153,869,39,2,12,1075,,
NE,Garfield,121,821,23,5,10,980,,
NE,Gosper,166,794,38,6,6,1010,,
NE,Grant,20,367,6,1,11,405,,
NE,Greeley,210,912,38,6,9,1175,,
NE,Hall,6282,14408,895,192,283,22060,,
NE,Hamilton,878,3783,224,43,76,5004,,
NE,Harlan,254,1496,62,7,13,1832,,
NE,Hayes,30,472,8,1,3,514,,
NE,Hitchcock,161,1232,61,7,7,1468,,
NE,Holt,531,4354,162,27,44,5118,,
NE,Hooker,40,355,16,3,3,417,,
NE,Howard,544,2284,108,22,36,2994,,
NE,Jefferson,837,2399,182,30,46,3494,,
NE,Johnson,563,1355,122,22,27,2089,,
NE,Kearney,550,2531,148,26,41,3296,,
NE,Keith,571,3235,164,25,39,4034,,
NE,Keya Paha,40,460,17,0,2,519,,
NE,Kimball,230,1330,78,18,21,1677,,
NE,Knox,720,3188,137,29,41,4115,,
NE,Lancaster,61898,61588,7109,1974,3654,136223,,
NE,Lincoln,2913,12164,711,107,236,16131,,
NE,Logan,32,400,18,1,2,453,,
NE,Loup,48,323,10,1,3,385,,
NE,Madison,2711,10628,669,126,209,14343,,
NE,McPherson,14,257,14,1,1,287,,
NE,Merrick,602,2926,165,29,66,3788,,
NE,Morrill,284,1802,84,14,25,2209,,
NE,Nance,281,1261,48,14,17,1621,,
NE,Nemaha,785,2116,180,27,53,3161,,
NE,Nuckolls,353,1726,88,20,18,2205,,
NE,Otoe,2025,4860,375,58,139,7457,,
NE,Pawnee,279,974,55,10,9,1327,,
NE,Perkins,161,1217,54,5,18,1455,,
NE,Phelps,572,3849,190,18,66,4695,,
NE,Pierce,382,3052,125,21,50,3630,,
NE,Platte,2646,10965,495,86,241,14433,,
NE,Polk,413,2028,102,6,33,2582,,
NE,Red Willow,645,4258,191,26,50,5170,,
NE,Richardson,818,2769,159,27,32,3805,,
NE,Rock,70,687,33,4,4,798,,
NE,Saline,1733,3004,284,52,63,5136,,
NE,Sarpy,28033,45143,4682,836,1886,80580,,
NE,Saunders,2523,7555,515,97,170,10860,,
NE,Scotts Bluff,3207,10076,683,126,225,14317,,
NE,Seward,1875,5454,337,84,172,7922,,
NE,Sheridan,287,2211,70,18,22,2608,,
NE,Sherman,340,1150,59,13,11,1573,,
NE,Sioux,81,616,28,4,7,736,,
NE,Stanton,417,2187,144,14,39,2801,,
NE,Thayer,499,2051,124,10,6,2690,,
NE,Thomas,30,344,10,3,6,393,,
NE,Thurston,919,1043,56,49,21,2088,,
NE,Valley,339,1780,53,12,21,2205,,
NE,Washington,2623,7424,513,97,175,10832,,
NE,Wayne,835,2693,202,35,11,3776,,
NE,Webster,306,1330,51,10,11,1708,,
NE,Wheeler,62,377,17,4,5,465,,
NE,York,1186,4700,345,52,98,6381,,
NH,Acworth,274,240,10,17,11,552,,
NH,Albany,195,182,13,7,2,399,,
NH,Alexandria,343,546,42,10,0,941,,
NH,Allenstown,874,1203,97,17,0,2191,,
NH,Alstead,522,444,37,20,1,1024,,
NH,Alton,1152,2201,115,24,2,3494,,
NH,Amherst,3777,3271,252,47,4,7351,,
NH,Andover,703,673,49,7,2,1434,,
NH,Antrim,668,748,71,13,12,1512,,
NH,Ashland,504,520,47,11,1,1083,,
NH,Atkinson,1671,2595,159,31,4,4460,,
NH,Auburn,1307,2031,145,22,3,3508,,
NH,Barnstead,924,1520,125,20,0,2589,,
NH,Barrington,2375,2469,309,65,4,5222,,
NH,Bartlett,1094,730,84,21,0,1929,,
NH,Bath,211,292,27,5,0,535,,
NH,Bedford,5851,6816,536,58,6,13267,,
NH,Belmont,1272,2192,158,28,7,3657,,
NH,Bennington,327,422,41,8,2,800,,
NH,Benton,72,105,6,5,0,188,,
NH,Berlin,1954,1766,156,34,7,3917,,
NH,Bethlehem,796,573,48,24,0,1441,,
NH,Boscawen,833,929,83,16,0,1861,,
NH,Bow,2570,2119,218,28,2,4937,,
NH,Bradford,442,485,41,15,0,983,,
NH,Brentwood,1145,1267,121,19,3,2555,,
NH,Bridgewater,267,423,24,4,0,718,,
NH,Bristol,626,900,74,21,4,1625,,
NH,Brookfield,156,262,25,3,1,447,,
NH,Brookline,1417,1501,170,32,3,3123,,
NH,Cambridge,1,1,0,0,0,2,,
NH,Campton,890,870,88,20,3,1871,,
NH,Canaan,938,850,65,26,2,1881,,
NH,Candia,855,1553,131,15,0,2554,,
NH,Canterbury,815,671,58,20,1,1565,,
NH,Carroll,213,245,9,6,0,473,,
NH,Center Harbor,324,357,23,8,1,713,,
NH,Charlestown,1041,1159,92,20,5,2317,,
NH,Chatham,79,103,19,3,0,204,,
NH,Chester,1092,1727,125,13,1,2958,,
NH,Chesterfield,1166,910,71,11,3,2161,,
NH,Chichester,646,851,75,7,0,1579,,
NH,Claremont Ward 1,716,715,81,23,2,1537,,
NH,Claremont Ward 2,974,1039,91,28,0,2132,,
NH,Claremont Ward 3,839,926,64,14,0,1843,,
NH,Clarksville,68,95,5,4,0,172,,
NH,Colebrook,359,593,51,13,3,1019,,
NH,Columbia,109,219,13,2,0,343,,
NH,Concord Ward 1,1266,939,114,37,4,2360,,
NH,Concord Ward 10,1571,1120,110,17,2,2820,,
NH,Concord Ward 2,1084,897,90,24,2,2097,,
NH,Concord Ward 3,923,538,73,14,5,1553,,
NH,Concord Ward 4,1334,610,83,28,2,2057,,
NH,Concord Ward 5,1789,674,75,22,0,2560,,
NH,Concord Ward 6,1137,624,99,32,3,1895,,
NH,Concord Ward 7,1675,801,82,37,1,2596,,
NH,Concord Ward 8,1069,888,71,18,0,2046,,
NH,Concord Ward 9,1136,721,58,15,3,1933,,
NH,Conway,2717,2204,209,57,2,5189,,
NH,Cornish,570,400,35,7,0,1012,,
NH,Croydon,126,271,19,4,0,420,,
NH,Dalton,192,280,18,5,0,495,,
NH,Danbury,247,386,30,16,0,679,,
NH,Danville,860,1580,102,20,3,2565,,
NH,Deerfield,1091,1607,138,14,3,2853,,
NH,Deering,383,586,55,10,1,1035,,
NH,Derry,6825,9237,715,123,13,16913,,
NH,Dixville,4,2,1,0,0,7,,
NH,Dorchester,51,136,15,12,0,214,,
NH,Dover Ward 1,1863,733,139,49,5,2789,,
NH,Dover Ward 2,1903,856,144,43,1,2947,,
NH,Dover Ward 3,1960,1298,139,29,6,3432,,
NH,Dover Ward 4,1763,1152,153,22,2,3092,,
NH,Dover Ward 5,1381,951,139,29,2,2502,,
NH,Dover Ward 6,1248,1025,100,11,5,2389,,
NH,Dublin,598,370,40,6,2,1016,,
NH,Dummer,65,99,6,2,0,172,,
NH,Dunbarton,681,1026,69,9,2,1787,,
NH,Durham,6501,2450,455,119,5,9530,,
NH,East Kingston,608,830,88,9,2,1537,,
NH,Easton,118,65,7,3,0,193,,
NH,Eaton,157,109,14,2,0,282,,
NH,Effingham,317,481,38,6,0,842,,
NH,Ellsworth,26,24,5,2,0,57,,
NH,Enfield,1445,931,119,25,1,2521,,
NH,Epping,1625,2117,179,35,3,3959,,
NH,Epsom,919,1546,127,21,2,2615,,
NH,Errol,54,135,6,0,0,195,,
NH,Exeter,5514,3286,373,72,3,9248,,
NH,Farmington,1127,1785,154,30,4,3100,,
NH,Fitzwilliam,577,623,52,0,0,1252,,
NH,Francestown,471,444,28,20,0,963,,
NH,Franconia,483,233,18,9,0,743,,
NH,Franklin Ward 1,479,780,61,8,0,1328,,
NH,Franklin Ward 2,391,512,60,17,1,981,,
NH,Franklin Ward 3,617,757,49,15,2,1440,,
NH,Freedom,425,476,36,14,1,952,,
NH,Fremont,965,1591,137,14,2,2709,,
NH,Gilford,1973,2504,159,31,1,4668,,
NH,Gilmanton,788,1333,108,21,1,2251,,
NH,Gilsum,197,231,13,9,0,450,,
NH,Goffstown,4146,5009,412,57,7,9631,,
NH,Gorham,770,693,58,11,1,1533,,
NH,Goshen,153,260,16,8,1,438,,
